Date,AAPL,ACN,ADBE,ADI,ADP,ADSK,AMAT,AMD,ANET,APH,AVGO,CDNS,CRM,CSCO,CTSH,ENPH,EPAM,FFIV,FICO,FSLR,FTNT,GEN,GLW,GRMN,HPE,HPQ,IBM,INTC,INTU,IT,KEYS,KLAC,LRCX,MCHP,MPWR,MSFT,MSI,MU,NOW,NTAP,NVDA,NXPI,ON,ORCL,PANW,PTC,QCOM,QRVO,ROP,SMCI,SNPS,SWKS,TDY,TEL,TER,TRMB,TXN,TYL,VRSN,WDC,ZBRA
2022-01-03,178.2703094482422,383.7119140625,564.3699951171875,165.62452697753906,225.5818634033203,283.7200012207031,154.2449188232422,150.24000549316406,35.560001373291016,41.74555969238281,61.56228256225586,183.16000366210938,252.80075073242188,56.09685134887695,83.95503997802734,184.4499969482422,642.2000122070312,242.75,443.1300048828125,88.58000183105469,66.6240005493164,24.212142944335938,33.19861602783203,122.57794952392578,14.458490371704102,33.31831741333008,116.16972351074219,49.35048294067383,615.3292236328125,321.9599914550781,202.66000366210938,417.03948974609375,69.4329605102539,81.19725036621094,480.8294372558594,323.8984069824219,255.86212158203125,93.6911392211914,630.1400146484375,83.99906921386719,30.064441680908203,215.1875762939453,70.16999816894531,83.25167846679688,90.70166778564453,122.9800033569336,171.1490478515625,159.42999267578125,463.9665222167969,4.561999797821045,361.1000061035156,142.13861083984375,442.1700134277344,151.04464721679688,163.3973388671875,86.68000030517578,169.2458953857422,523.8499755859375,249.92950439453125,49.68319320678711,583.9000244140625
2022-01-04,176.00778198242188,380.9698486328125,554.0,164.12863159179688,226.63575744628906,278.19000244140625,152.73074340820312,144.4199981689453,34.665000915527344,41.87586212158203,62.26762771606445,178.3000030517578,245.64601135253906,54.721004486083984,85.68905639648438,178.27999877929688,618.7100219726562,239.89999389648438,445.8299865722656,87.27999877929688,64.4280014038086,24.414451599121094,33.93062210083008,122.59627532958984,15.076604843139648,34.35239791870117,117.86055755615234,49.28555679321289,602.5155029296875,323.4100036621094,197.36000061035156,413.3492736816406,68.14472961425781,80.70821380615234,477.3314208984375,318.34454345703125,253.34588623046875,94.2684555053711,603.9400024414062,85.64469146728516,29.235000610351562,216.72317504882812,70.94999694824219,84.14196014404297,87.33333587646484,122.5999984741211,172.08656311035156,160.4499969482422,459.2679748535156,4.714000225067139,352.989990234375,143.44630432128906,448.0799865722656,153.98110961914062,163.6629180908203,85.11000061035156,169.42347717285156,520.47998046875,248.2639923095703,50.95673751831055,587.5999755859375
2022-01-05,171.3260040283203,374.2607116699219,514.4299926757812,161.59495544433594,224.70359802246094,264.32000732421875,148.27496337890625,136.14999389648438,33.287498474121094,41.07955551147461,59.676395416259766,172.6199951171875,225.30001831054688,53.854408264160156,84.37682342529297,157.1999969482422,587.7999877929688,232.30999755859375,425.8900146484375,83.51000213623047,60.698001861572266,24.092601776123047,34.08238220214844,122.11900329589844,15.130350112915039,34.063194274902344,118.03134155273438,49.96261215209961,578.5247192382812,303.2099914550781,192.16000366210938,403.2849426269531,66.21236419677734,77.98625183105469,447.4818420410156,306.1239013671875,247.9020538330078,92.37018585205078,572.760009765625,84.23545837402344,27.552165985107422,208.99868774414062,67.41999816894531,81.88783264160156,84.1433334350586,118.33000183105469,171.4156036376953,157.24000549316406,455.72210693359375,4.535999774932861,339.7699890136719,140.62632751464844,428.9200134277344,150.76316833496094,157.63304138183594,81.61000061035156,165.88938903808594,492.5899963378906,241.40386962890625,50.534732818603516,558.1799926757812
2022-01-06,168.4659881591797,356.1874694824219,514.1199951171875,162.10914611816406,223.15969848632812,264.1099853515625,150.78256225585938,136.22999572753906,33.16749954223633,41.113346099853516,59.12232208251953,173.1199951171875,226.76463317871094,54.426177978515625,82.69902801513672,151.49000549316406,579.0499877929688,235.6999969482422,443.5299987792969,83.97000122070312,62.79999923706055,24.8834285736084,34.21628189086914,121.87117767333984,15.202018737792969,33.896705627441406,115.57200622558594,50.09245681762695,571.401611328125,306.2300109863281,192.58999633789062,414.28863525390625,67.17901611328125,78.7059555053711,452.4178466796875,303.70489501953125,246.54345703125,93.59329986572266,574.0399780273438,85.23184204101562,28.125089645385742,211.22299194335938,67.25,82.07795715332031,88.8183364868164,117.13999938964844,170.9100799560547,158.36000061035156,460.576904296875,4.510000228881836,344.9700012207031,140.6796875,426.8800048828125,151.57000732421875,160.81028747558594,82.02999877929688,165.83607482910156,493.6000061035156,239.72848510742188,48.78643798828125,555.1599731445312
2022-01-07,168.6324920654297,349.3558654785156,510.70001220703125,157.85519409179688,220.8022918701172,262.32000732421875,145.4491424560547,132.0,32.369998931884766,39.631736755371094,57.462894439697266,166.02000427246094,225.93336486816406,54.61380386352539,81.9398193359375,145.1300048828125,556.6799926757812,231.9499969482422,440.04998779296875,84.68000030517578,62.93199920654297,24.469623565673828,33.89492416381836,120.19152069091797,15.345349311828613,33.87041473388672,115.136474609375,49.56380081176758,553.6951293945312,299.3900146484375,188.0,399.61376953125,64.0570068359375,75.59647369384766,432.090576171875,303.85980224609375,241.6258087158203,92.41909790039062,566.3900146484375,84.3177261352539,27.195833206176758,205.98336791992188,64.55999755859375,83.1902084350586,87.5816650390625,115.08000183105469,165.8181915283203,154.69000244140625,451.3336486816406,4.4079999923706055,330.3599853515625,137.18360900878906,422.010009765625,148.764892578125,155.68539428710938,79.13999938964844,159.33621215820312,483.5899963378906,235.65403747558594,49.60783386230469,530.8599853515625
2022-01-10,168.65211486816406,351.4760437011719,525.8300170898438,159.313720703125,215.30165100097656,262.3900146484375,144.27252197265625,132.0,32.8849983215332,39.53520965576172,57.649444580078125,165.8800048828125,227.23965454101562,55.23025131225586,81.24622344970703,147.1300048828125,545.8499755859375,237.33999633789062,440.19000244140625,84.30000305175781,64.94200134277344,24.690319061279297,33.56462860107422,119.36547088623047,15.22889232635498,34.1420783996582,115.30726623535156,51.205421447753906,556.2608032226562,293.69000244140625,186.77999877929688,401.3582763671875,63.57846450805664,76.51918029785156,436.5990905761719,304.082275390625,244.9552764892578,91.87116241455078,572.0,85.19526672363281,27.348546981811523,206.44866943359375,65.12000274658203,84.87283325195312,87.10166931152344,114.54000091552734,165.14720153808594,151.55999755859375,443.7043762207031,4.418000221252441,329.6300048828125,137.07687377929688,421.2900085449219,148.48345947265625,154.0524444580078,78.7699966430664,162.46182250976562,486.4100036621094,234.5536346435547,49.38929748535156,535.4099731445312
2022-01-11,171.48272705078125,353.4642639160156,529.8900146484375,162.3335723876953,217.5111541748047,270.6300048828125,147.03082275390625,137.30999755859375,33.29499816894531,39.86821365356445,57.7320442199707,169.22999572753906,232.39537048339844,55.721622467041016,82.45533752441406,148.50999450683594,559.4000244140625,242.66000366210938,448.5,84.44999694824219,64.71199798583984,24.72709846496582,33.95740509033203,120.9533462524414,15.264725685119629,34.343631744384766,113.46276092529297,51.85464096069336,564.582275390625,297.67999267578125,191.6999969482422,407.9527893066406,64.43218994140625,78.0693130493164,439.6889953613281,304.76922607421875,244.974365234375,92.17447662353516,578.4400024414062,86.85895538330078,27.764760971069336,211.76272583007812,65.93000030517578,84.1123275756836,87.67500305175781,119.2699966430664,170.40460205078125,151.72000122070312,450.2088623046875,4.491000175476074,340.3800048828125,138.85604858398438,428.7099914550781,150.35040283203125,157.9182891845703,79.48999786376953,163.95359802246094,505.0,234.19674682617188,49.751014709472656,538.5700073242188
2022-01-12,171.9234619140625,356.345703125,532.3699951171875,162.4457550048828,216.91026306152344,269.6000061035156,153.87841796875,137.47000122070312,33.26250076293945,39.99851608276367,57.7274055480957,170.17999267578125,235.35427856445312,55.498268127441406,82.54907989501953,149.27999877929688,571.1099853515625,239.6699981689453,451.9800109863281,84.12000274658203,64.15799713134766,24.442035675048828,34.07344055175781,121.1552734375,15.363265037536621,34.168373107910156,114.07760620117188,51.69697570800781,563.1580200195312,301.69000244140625,190.39999389648438,415.86053466796875,65.68693542480469,78.64136505126953,436.1910705566406,307.9527282714844,245.7397918701172,93.06489562988281,573.3900146484375,86.56642150878906,27.946426391601562,213.14012145996094,66.48999786376953,83.95069122314453,88.66999816894531,120.05000305175781,171.3420867919922,152.83999633789062,454.35614013671875,4.484000205993652,338.5899963378906,138.87380981445312,428.510009765625,150.76316833496094,160.23973083496094,79.16000366210938,165.1878662109375,504.1099853515625,236.18936157226562,50.14287567138672,538.4400024414062
2022-01-13,168.65211486816406,341.39990234375,516.9000244140625,158.73402404785156,214.41415405273438,260.1700134277344,151.59268188476562,132.74000549316406,32.79999923706055,39.506256103515625,55.424800872802734,163.16000366210938,226.25006103515625,54.94436264038086,81.73361206054688,143.49000549316406,540.6199951171875,236.3800048828125,438.5799865722656,82.77999877929688,61.57600021362305,24.460426330566406,34.002037048339844,121.29290771484375,15.667841911315918,33.914222717285156,115.07672119140625,50.954994201660156,539.4124755859375,291.2300109863281,186.61000061035156,403.9941711425781,65.72998809814453,77.22042083740234,421.3244934082031,294.9192810058594,240.0471649169922,93.56394958496094,521.260009765625,87.27944946289062,26.525100708007812,206.47657775878906,64.63999938964844,83.45638275146484,83.0999984741211,115.19999694824219,169.0167236328125,146.75,445.7681579589844,4.5289998054504395,327.510009765625,135.7691650390625,423.010009765625,149.7499542236328,155.66567993164062,75.94000244140625,163.51846313476562,480.4200134277344,227.87191772460938,50.120269775390625,525.7999877929688
2022-01-14,169.51402282714844,333.8326110839844,520.5999755859375,160.80960083007812,211.47433471679688,259.1000061035156,161.06362915039062,136.8800048828125,32.435001373291016,39.38560104370117,55.34870147705078,161.75,228.8229522705078,54.819278717041016,81.73361206054688,142.83999633789062,543.0599975585938,236.1300048828125,436.44000244140625,83.0199966430664,62.507999420166016,24.7179012298584,33.10935592651367,121.5040512084961,15.730546951293945,33.66884994506836,114.60706329345703,51.659881591796875,537.3345336914062,286.010009765625,187.13999938964844,426.53839111328125,69.85027313232422,77.77403259277344,425.76495361328125,300.14422607421875,240.26724243164062,95.26654052734375,531.02001953125,87.21546936035156,26.891408920288086,209.6687774658203,66.19999694824219,83.36132049560547,83.18499755859375,115.87999725341797,173.42848205566406,148.72999572753906,438.00189208984375,4.557000160217285,326.1600036621094,138.46463012695312,420.4800109863281,150.80075073242188,161.88246154785156,75.91999816894531,166.05807495117188,480.5199890136719,224.52114868164062,50.218231201171875,528.0
